"Tree"	"Family"	"Genus"	"Species"	"Htrunc"	"Htot"	"DBH"	"Db"	"Dm"	"Dh"	"Wleaves"	"Wbranches"	"Wtrunc"	"AGB"	"Site"	"Worker"
"J1"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	2.5	4.25	4.77464829275686	5.69774696268985	4.83831026999362	3.88338061144225	"NA"	3.99	4.46	8.45	"Fort-Dauphin-Dry"	"Sarobidy"
"J2"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	2.3	4.4	5.25211312203255	6.36619772367581	5.4749300423612	4.45633840657307	"NA"	6.56	5.26	11.82	"Fort-Dauphin-Dry"	"Sarobidy"
"J3"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	2.1	4.5	4.45633840657307	6.42985970091257	4.77464829275686	3.81971863420549	"NA"	4.4	3.93	8.33	"Fort-Dauphin-Dry"	"Sarobidy"
"J4"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	3.35	5.65	8.40338099525207	9.39014164242183	7.95774715459477	6.42985970091257	"NA"	13.5	17.25	30.75	"Fort-Dauphin-Dry"	"Sarobidy"
"J5"	"Fabaceae"	"Albizzia"	"Albizzia tulearensis"	2.7	6.7	6.81183156433312	7.63943726841098	7.63943726841098	5.72957795130823	"NA"	8.25	9.15	17.4	"Fort-Dauphin-Dry"	"Sarobidy"
"J6"	"Fabaceae"	"Albizzia"	"Albizzia tulearensis"	2.8	5.7	5.92056388301851	7.0028174960434	5.79323992854499	4.83831026999362	"NA"	5.63	7.06	12.69	"Fort-Dauphin-Dry"	"Sarobidy"
"J7"	"Fabaceae"	"Albizzia"	"Albizzia tulearensis"	1.5	5.3	12.2867616066943	13.687325105903	12.7323954473516	12.2549306180759	"NA"	49	20.52	69.52	"Fort-Dauphin-Dry"	"Sarobidy"
"J8"	"Fabaceae"	"Albizzia"	"Albizzia tulearensis"	3.21	5.9	10.5678882213019	12.5732405042597	10.0267614147894	8.59436692696235	"NA"	22.25	26.99	49.24	"Fort-Dauphin-Dry"	"Sarobidy"
"J9"	"Fabaceae"	"Albizzia"	"Albizzia tulearensis"	3.95	7.7	10.1859163578813	12.9870433562987	9.61295856275048	8.43521198387045	"NA"	22.25	33.25	55.5	"Fort-Dauphin-Dry"	"Sarobidy"
"F1"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	9	12	10	12	9	7	5	25	61	91	"Fort-Dauphin-Moist"	"Sarobidy"
"F2"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	7	13	10	12	9	7	15	25	65	105	"Fort-Dauphin-Moist"	"Sarobidy"
"F3"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	9	12	14	15	9	8	20	25	120	165	"Fort-Dauphin-Moist"	"Sarobidy"
"F4"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	14	21	18	20	15	14	111	44	3321	3476	"Fort-Dauphin-Moist"	"Sarobidy"
"F5"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	13	19	19	23	15	13	53	54	307	414	"Fort-Dauphin-Moist"	"Sarobidy"
"F6"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	10	16	24	25	21	16	188	80	454	722	"Fort-Dauphin-Moist"	"Sarobidy"
"F7"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	16	25	30	32	23	16	154	57	744	955	"Fort-Dauphin-Moist"	"Sarobidy"
"F8"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	11	22	33	34	29	26	466	70	788	1324	"Fort-Dauphin-Moist"	"Sarobidy"
"F9"	"Flacourtiaceae"	"Albizzia"	"Albizzia sp."	9	20	28	27	25	24	344	55	444	843	"Fort-Dauphin-Moist"	"Sarobidy"
"C1"	"Didiereaceae"	"Alluaudia"	"Alluaudia procera"	"NA"	3.36	6.04788783749202	"NA"	4.45633840657307	6.55718365538609	"NA"	"NA"	"NA"	6.58	"Fort-Dauphin-Dry"	"Sarobidy"
"C2"	"Didiereaceae"	"Alluaudia"	"Alluaudia dumosa"	"NA"	3.4	5.85690190578175	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	20.27	"Fort-Dauphin-Dry"	"Sarobidy"
"C3"	"Didiereaceae"	"Alluaudia"	"Alluaudia procera"	"NA"	3.53	5.09295817894065	"NA"	4.61549334966497	6.6845076098596	"NA"	"NA"	"NA"	6.55	"Fort-Dauphin-Dry"	"Sarobidy"
"C4"	"Didiereaceae"	"Alluaudia"	"Alluaudia procera"	"NA"	6.8	8.91267681314614	"NA"	8.91267681314614	9.54929658551372	"NA"	"NA"	"NA"	31.14	"Fort-Dauphin-Dry"	"Sarobidy"
"C5"	"Didiereaceae"	"Alluaudia"	"Alluaudia dumosa"	"NA"	3.83	7.63943726841098	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	38.49	"Fort-Dauphin-Dry"	"Sarobidy"
"C6"	"Didiereaceae"	"Alluaudia"	"Alluaudia procera"	"NA"	7.19	9.23098669932993	"NA"	8.91267681314614	10.8225361302489	"NA"	"NA"	"NA"	33.62	"Fort-Dauphin-Dry"	"Sarobidy"
"C7"	"Didiereaceae"	"Alluaudia"	"Alluaudia procera"	"NA"	7.47	14.9605646506382	"NA"	13.2098602766273	14.9605646506382	"NA"	"NA"	"NA"	83.57	"Fort-Dauphin-Dry"	"Sarobidy"
"C8"	"Didiereaceae"	"Alluaudia"	"Alluaudia dumosa"	"NA"	7.26	23.5549315776005	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	427.79	"Fort-Dauphin-Dry"	"Sarobidy"
"C9"	"Didiereaceae"	"Alluaudia"	"Alluaudia procera"	"NA"	7.88	13.687325105903	"NA"	13.0507053335354	14.1647899351787	"NA"	"NA"	"NA"	77.7	"Fort-Dauphin-Dry"	"Sarobidy"
"Ast1"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	6.4	16.3	34.2	"NA"	28.6	30.6	263.75	1064.25	413.5	1741.5	"Bealanana"	"Hasina"
"Ast2"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	2.4	10.5	14.5	"NA"	14	13.4	38.75	98.25	45.25	182.25	"Bealanana"	"Hasina"
"Ast3"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	3.1	11.3	12.6	"NA"	12.2	12.3	17.75	84	40.25	142	"Bealanana"	"Hasina"
"Ast4"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	3.64	11.4	15.2	"NA"	12.1	11	30	52	57	139	"Bealanana"	"Hasina"
"Ast5"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	2.2	13.3	31	"NA"	30.8	29	163.25	832.25	170.5	1166	"Bealanana"	"Hasina"
"Ast6"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	6.84	17.05	32.1	"NA"	33.8	27.5	191.5	648.75	538.25	1378.5	"Bealanana"	"Hasina"
"Ast7"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	2.9	18.06	44	"NA"	37.8	39.5	438.75	2337.25	424.5	3200.5	"Bealanana"	"Hasina"
"Ast8"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	4.54	17.84	42.2	"NA"	38.9	39.9	312.5	2348.25	648.5	3309.25	"Bealanana"	"Hasina"
"Ast9"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	3.2	16.8	41.3	"NA"	37.2	41	311.5	1893.5	443.25	2648.25	"Bealanana"	"Hasina"
"Aph1"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	7.83	10.98	15.5	"NA"	15.3	15.2	3	15.75	103	121.75	"Bealanana"	"Hasina"
"Aph2"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	4.9	10.2	22	"NA"	13.9	11	18.75	29.5	84	132.25	"Bealanana"	"Hasina"
"Aph3"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	9.83	13.87	21	"NA"	10.4	8.7	16	12.5	90.25	118.75	"Bealanana"	"Hasina"
"Aph4"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	6	17.54	34.7	"NA"	28.3	25.2	53.5	378.5	442.5	874.5	"Bealanana"	"Hasina"
"Aph5"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	2	12.7	26	"NA"	24.2	24.5	40.25	240.5	101	381.75	"Bealanana"	"Hasina"
"Aph6"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	2.7	12.9	29.8	"NA"	28	27.5	66.75	356.5	184.5	607.75	"Bealanana"	"Hasina"
"Amp3"	"Rhamnaceae"	"Bathiorhamnus"	"Bathiorhamnus sp."	7.5	12.88	13.3	"NA"	11.8	10	45.25	20.75	89	155	"Bealanana"	"Hasina"
"G1"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	16	22	16	19	14	9	36	24	210	270	"Fort-Dauphin-Moist"	"Sarobidy"
"G2"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	14	19	14	17	12	8	15	29	170	214	"Fort-Dauphin-Moist"	"Sarobidy"
"G3"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	10	16	11	14	10	7	10	15	61	86	"Fort-Dauphin-Moist"	"Sarobidy"
"G4"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	15	24	20	22	16	13	59.5	42	284	385.5	"Fort-Dauphin-Moist"	"Sarobidy"
"G5"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	12	21	19	21	15	19	56	48	244	348	"Fort-Dauphin-Moist"	"Sarobidy"
"G6"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	17	24	21	22	17	12	55	49	367	471	"Fort-Dauphin-Moist"	"Sarobidy"
"G7"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	18	25	28	33	22	17	221	120	809	1150	"Fort-Dauphin-Moist"	"Sarobidy"
"G8"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	24	33	35	37	27	19	282	174	1587	2043	"Fort-Dauphin-Moist"	"Sarobidy"
"G9"	"Myristicaceae"	"Brochoneura "	"Brochoneura madagascariensis"	17	27	33	36	30	21	115	100	900	1115	"Fort-Dauphin-Moist"	"Sarobidy"
"CAL1"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	7	11	9.55414012738853	"NA"	"NA"	"NA"	3.5	4.5	30.5	38.5	"Fandriana"	"Samuelson"
"CAL2"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	5.5	11	8.59872611464968	"NA"	"NA"	"NA"	2	7	20	29	"Fandriana"	"Samuelson"
"CAL3"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	6	10.2	8.59872611464968	"NA"	"NA"	"NA"	1.5	3.5	23.5	28.5	"Fandriana"	"Samuelson"
"CAL4"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	8.8	13	16.8789808917197	"NA"	"NA"	"NA"	19.5	51	106	176.5	"Fandriana"	"Samuelson"
"CAL5"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	8.4	12	19.1082802547771	"NA"	"NA"	"NA"	21	40	247	308	"Fandriana"	"Samuelson"
"CAL6"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	3.2	10.5	19.1082802547771	"NA"	"NA"	"NA"	41	112.5	101	254.5	"Fandriana"	"Samuelson"
"CAL7"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	4	11	29.9363057324841	"NA"	"NA"	"NA"	101	245	396.5	742.5	"Fandriana"	"Samuelson"
"CAL8"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	7.5	11	28.6624203821656	"NA"	"NA"	"NA"	100	279.5	428.5	808	"Fandriana"	"Samuelson"
"CAL9"	"Clusiaceae"	"Calophyllum"	"Calophyllum sp."	8.6	12	28.6624203821656	"NA"	"NA"	"NA"	59.5	201.5	393.5	654.5	"Fandriana"	"Samuelson"
"CAM1"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	5.8	7.8	6.36942675159236	"NA"	"NA"	"NA"	0.75	4	15	19.75	"Fandriana"	"Samuelson"
"CAM2"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	4.5	7.2	7.00636942675159	"NA"	"NA"	"NA"	5.8	7	17.5	30.3	"Fandriana"	"Samuelson"
"CAM3"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	8.8	12	9.55414012738853	"NA"	"NA"	"NA"	10.5	17	62	89.5	"Fandriana"	"Samuelson"
"CAM4"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	12	16.6	16.5605095541401	"NA"	"NA"	"NA"	22	34.75	200	256.75	"Fandriana"	"Samuelson"
"CAM5"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	7.2	12.5	14.6496815286624	"NA"	"NA"	"NA"	27	37.5	108.5	173	"Fandriana"	"Samuelson"
"CAM6"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	7.1	14	28.6624203821656	"NA"	"NA"	"NA"	61.5	165.5	505.25	732.25	"Fandriana"	"Samuelson"
"CAN1"	"Burseraceae"	"Canarium"	"Canarium sp."	3.3	6.3	9.23566878980892	"NA"	"NA"	"NA"	3.5	8.5	20	32	"Fandriana"	"Samuelson"
"CAN2"	"Burseraceae"	"Canarium"	"Canarium sp."	4.5	7.2	8.9171974522293	"NA"	"NA"	"NA"	5.5	55.5	27.5	88.5	"Fandriana"	"Samuelson"
"CAN3"	"Burseraceae"	"Canarium"	"Canarium sp."	6	7.7	8.59872611464968	"NA"	"NA"	"NA"	2.5	15.5	22	40	"Fandriana"	"Samuelson"
"CAN4"	"Burseraceae"	"Canarium"	"Canarium sp."	6.5	9.32	15.9235668789809	"NA"	"NA"	"NA"	24	85	67	176	"Fandriana"	"Samuelson"
"CAN5"	"Burseraceae"	"Canarium"	"Canarium sp."	5.1	11.7	19.1082802547771	"NA"	"NA"	"NA"	4	24	102	130	"Fandriana"	"Samuelson"
"CAN6"	"Burseraceae"	"Canarium"	"Canarium sp."	5	9.2	17.8343949044586	"NA"	"NA"	"NA"	9.5	30	65	104.5	"Fandriana"	"Samuelson"
"CAN7"	"Burseraceae"	"Canarium"	"Canarium sp."	8	13	28.0254777070064	"NA"	"NA"	"NA"	25	71	217	313	"Fandriana"	"Samuelson"
"CAN9"	"Burseraceae"	"Canarium"	"Canarium sp."	10.7	15	35.031847133758	"NA"	"NA"	"NA"	23	251	1001.5	1275.5	"Fandriana"	"Samuelson"
"CAN8"	"Burseraceae"	"Canarium"	"Canarium sp."	8.2	15.5	30.5732484076433	"NA"	"NA"	"NA"	22	118.5	354	494.5	"Fandriana"	"Samuelson"
"D1"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	1.43	3.86	3.24676083907466	4.90197224723038	3.66056369111359	3.21492985045629	"NA"	2.5	1.82	4.32	"Fort-Dauphin-Dry"	"Sarobidy"
"D2"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	1.13	3.34	2.89661996427249	4.39267642933631	4.01070456591576	3.11943688460115	"NA"	2.5	1.2	3.7	"Fort-Dauphin-Dry"	"Sarobidy"
"D3"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	2.87	4.73	3.5014087480217	4.52000038380983	3.56507072525846	2.67380304394384	"NA"	2.5	3.42	5.92	"Fort-Dauphin-Dry"	"Sarobidy"
"D4"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	2.36	5.09	5.72957795130823	6.36619772367581	"NA"	6.20704278058392	"NA"	9.5	6.55	16.05	"Fort-Dauphin-Dry"	"Sarobidy"
"D5"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	2.5	5.29	5.18845114479579	6.11154981472878	5.57042300821634	4.7109863155201	"NA"	7	5	12	"Fort-Dauphin-Dry"	"Sarobidy"
"D6"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	2.23	5.8	5.3157750992693	5.92056388301851	4.90197224723038	4.36084544071793	"NA"	6	4.88	10.88	"Fort-Dauphin-Dry"	"Sarobidy"
"D7"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	3.43	7.41	10.1859163578813	13.432677196956	9.54929658551372	8.56253593834397	"NA"	39	29.36	68.36	"Fort-Dauphin-Dry"	"Sarobidy"
"D8"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	2.8	6.14	7.95774715459477	9.16732472209317	7.76676122288449	7.57577529117422	"NA"	24	15.29	39.29	"Fort-Dauphin-Dry"	"Sarobidy"
"D9"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	3.54	8.2	12.2549306180759	14.0056349920868	12.2549306180759	11.9366207318922	"NA"	81	47.63	128.63	"Fort-Dauphin-Dry"	"Sarobidy"
"Dio1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	7.18	12.2	14.9	"NA"	11.1	7.2	23.5	18.25	77.5	119.25	"Bealanana"	"Hasina"
"Dio2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	10.25	13.56	19.2	"NA"	12.5	9	12.25	18.5	147.75	178.5	"Bealanana"	"Hasina"
"Dio3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	16.2	26.75	52	"NA"	34.4	27.4	338	1695	1662	3695	"Bealanana"	"Hasina"
"Dio4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	6.2	12	20.5	"NA"	17.8	14.8	119.25	110.5	160.5	390.25	"Bealanana"	"Hasina"
"Dio5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	15.86	22.3	33.6	"NA"	28.2	18.5	111.5	287.75	764.75	1164	"Bealanana"	"Hasina"
"Dio6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	5.74	18.9	34.3	"NA"	24	23.8	119.75	366.5	223.75	710	"Bealanana"	"Hasina"
"Dio7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	10.6	19.17	29	"NA"	24	24.6	120.25	68	539	727.25	"Bealanana"	"Hasina"
"Dio8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	12.16	27.96	47	"NA"	40	37.9	214.5	1263	1269.75	2747.25	"Bealanana"	"Hasina"
"Dio9"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	17.4	28.1	50.6	"NA"	38.4	34.6	240	1127	1913.75	3280.75	"Bealanana"	"Hasina"
"Chry1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	8	13.5	7.5	"NA"	"NA"	"NA"	6.5	6.5	12.5	25.5	"Ivohibe"	"Zafyson"
"Chry2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	4.5	8	7	"NA"	"NA"	"NA"	6	4.5	12	22.5	"Ivohibe"	"Zafyson"
"Chry3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	6.5	10.5	8.5	"NA"	"NA"	"NA"	8	10	26	44	"Ivohibe"	"Zafyson"
"Chry4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	8	13.5	17.5	"NA"	"NA"	"NA"	23	27	73.5	123.5	"Ivohibe"	"Zafyson"
"Chry5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	10	14.5	17	"NA"	"NA"	"NA"	43	51	157	251	"Ivohibe"	"Zafyson"
"Chry6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	6.5	10.5	17	"NA"	"NA"	"NA"	10	25	125	160	"Ivohibe"	"Zafyson"
"Chry7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	11.5	16	25	"NA"	"NA"	"NA"	75	115	272	462	"Ivohibe"	"Zafyson"
"Chry8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	12	16	28	"NA"	"NA"	"NA"	60	140	289	489	"Ivohibe"	"Zafyson"
"Chry9"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	11	17	29	"NA"	"NA"	"NA"	84	153	301	538	"Ivohibe"	"Zafyson"
"B1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	13	20	14	18	12	9	31	29	194.5	254.5	"Fort-Dauphin-Moist"	"Sarobidy"
"B2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	12	18	14	15	11	9	30	18	130	178	"Fort-Dauphin-Moist"	"Sarobidy"
"B3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	9	15	14	17	14	11	11	19	187	217	"Fort-Dauphin-Moist"	"Sarobidy"
"B4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	14	19	19	23	15	12	71.5	31.5	309	412	"Fort-Dauphin-Moist"	"Sarobidy"
"B5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	21	29	26	32	22	20	17	31	724	772	"Fort-Dauphin-Moist"	"Sarobidy"
"B6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	14	24	23	24	16	14	110	41	396	547	"Fort-Dauphin-Moist"	"Sarobidy"
"B7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	11	20	35	38	30	30	348.75	19.5	765.75	1134	"Fort-Dauphin-Moist"	"Sarobidy"
"B8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	20	26	37	38	24	18	78.5	17	879.5	975	"Fort-Dauphin-Moist"	"Sarobidy"
"B9"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	9	24	30	31	26	25	574.5	98.5	468.5	1141.5	"Fort-Dauphin-Moist"	"Sarobidy"
"Eug4"	"Bignoniaceae"	"Colea"	"Colea sp."	11.4	26	37.7	"NA"	29.6	28.5	126.5	650.25	847.75	1624.5	"Bealanana"	"Hasina"
"Eug5"	"Bignoniaceae"	"Colea"	"Colea sp."	7.86	15.5	16.2	"NA"	13.7	13	45.25	64.35	144.5	254.1	"Bealanana"	"Hasina"
"A9"	"Burseracea"	"Commiphora"	"Commiphora simplicifolia"	1.25	5	10.0267614147894	15.278874536822	13.5281701628111	11.4591559026165	"NA"	22.25	13.97	36.22	"Fort-Dauphin-Dry"	"Sarobidy"
"A1"	"Burseraceae"	"Commiphora"	"Commiphora sp."	1.2	2.64	2.86478897565412	5.25211312203255	4.870141258612	3.3422538049298	"NA"	0.67	2.57	3.24	"Fort-Dauphin-Dry"	"Sarobidy"
"A2"	"Burseraceae"	"Commiphora"	"Commiphora lami"	2.5	4.2	4.61549334966497	4.7109863155201	4.61549334966497	3.11943688460115	"NA"	0.84	3.77	4.61	"Fort-Dauphin-Dry"	"Sarobidy"
